0	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.85	0.9
-15	0.3026315789	0.2973684211	0.2973684211	0.2789473684	0.4315789474	0.4605263158	0.3	0.3526315789	0.4631578947
-14	0.2868421053	0.2789473684	0.2789473684	0.2578947368	0.4	0.4263157895	0.2763157895	0.3263157895	0.4289473684
-13	0.2605263158	0.2605263158	0.2578947368	0.2368421053	0.3763157895	0.4	0.2526315789	0.3	0.3921052632
-12	0.2342105263	0.2263157895	0.2263157895	0.2105263158	0.3473684211	0.3710526316	0.2289473684	0.2763157895	0.3631578947
-11	0.2131578947	0.2078947368	0.1973684211	0.1763157895	0.3184210526	0.3473684211	0.2052631579	0.2473684211	0.3315789474
-10	0.1947368421	0.1921052632	0.1736842105	0.1605263158	0.3368421053	0.3184210526	0.1868421053	0.2210526316	0.3
-9	0.1789473684	0.1815789474	0.1605263158	0.15	0.2736842105	0.2921052632	0.1710526316	0.1973684211	0.2684210526
-8	0.1710526316	0.1631578947	0.1447368421	0.1394736842	0.2447368421	0.2657894737	0.1552631579	0.1763157895	0.2421052632
-7	0.15	0.1473684211	0.1236842105	0.1263157895	0.2157894737	0.2368421053	0.1394736842	0.1578947368	0.2157894737
-6	0.1342105263	0.1342105263	0.1131578947	0.1131578947	0.1973684211	0.2131578947	0.1263157895	0.1368421053	0.1921052632
-5	0.1157894737	0.1157894737	0.1	0.1052631579	0.1763157895	0.1973684211	0.1078947368	0.1210526316	0.1657894737
-4	0.1052631579	0.1026315789	0.0894736842	0.0947368421	0.1526315789	0.1684210526	0.0973684211	0.1078947368	0.1421052632
-3	0.0973684211	0.0921052632	0.0842105263	0.0815789474	0.1342105263	0.1473684211	0.0868421053	0.0921052632	0.1236842105
-2	0.0947368421	0.0842105263	0.0763157895	0.0710526316	0.1157894737	0.1289473684	0.0763157895	0.0868421053	0.1078947368
-1	0.0947368421	0.0789473684	0.0657894737	0.0631578947	0.0973684211	0.1105263158	0.0684210526	0.0763157895	0.0947368421
0	0.0973684211	0.0710526316	0.0605263158	0.0631578947	0.0868421053	0.0947368421	0.0631578947	0.0605263158	0.0842105263
1	0.0973684211	0.0710526316	0.0631578947	0.0684210526	0.0763157895	0.0842105263	0.0657894737	0.0684210526	0.0789473684
2	0.1026315789	0.0736842105	0.0710526316	0.0710526316	0.0684210526	0.0736842105	0.0763157895	0.0894736842	0.1052631579
3	0.1026315789	0.0842105263	0.0736842105	0.0789473684	0.0657894737	0.0684210526	0.0894736842	0.1052631579	0.1342105263
4	0.1078947368	0.0842105263	0.0815789474	0.0842105263	0.0631578947	0.0684210526	0.1052631579	0.1236842105	0.1552631579
5	0.1105263158	0.0894736842	0.0894736842	0.0894736842	0.0605263158	0.0605263158	0.1210526316	0.1447368421	0.1842105263
6	0.1184210526	0.1	0.1	0.0947368421	0.0605263158	0.0631578947	0.1394736842	0.1631578947	0.2105263158
7	0.1236842105	0.1052631579	0.1052631579	0.1052631579	0.0684210526	0.0710526316	0.1631578947	0.1894736842	0.2342105263
8	0.1315789474	0.1131578947	0.1184210526	0.1210526316	0.0789473684	0.0842105263	0.1789473684	0.2157894737	0.2631578947
9	0.1473684211	0.1289473684	0.1368421053	0.1368421053	0.0894736842	0.0894736842	0.2	0.2394736842	0.2947368421
10	0.1605263158	0.1447368421	0.1552631579	0.1605263158	0.0973684211	0.1	0.2236842105	0.2684210526	0.3289473684
11	0.1894736842	0.1657894737	0.1763157895	0.1842105263	0.1078947368	0.1131578947	0.2526315789	0.3	0.3578947368
12	0.2210526316	0.1868421053	0.1921052632	0.2078947368	0.1184210526	0.1236842105	0.2763157895	0.3289473684	0.3921052632
13	0.2552631579	0.2578947368	0.2236842105	0.2315789474	0.1289473684	0.1368421053	0.3052631579	0.3605263158	0.4342105263
14	0.2973684211	0.2789473684	0.3	0.2894736842	0.1421052632	0.1526315789	0.3315789474	0.3894736842	0.4657894737
15	0.35	0.3394736842	0.3473684211	0.3473684211	0.1578947368	0.1657894737	0.3605263158	0.4236842105	0.5078947368
16	0.4026315789	0.4078947368	0.3973684211	0.3973684211	0.1710526316	0.1789473684	0.3921052632	0.4552631579	0.5447368421
17	0.4315789474	0.4052631579	0.4210526316	0.4236842105	0.1894736842	0.1973684211	0.4210526316	0.4894736842	0.5894736842
18	0.4447368421	0.4052631579	0.4157894737	0.4368421053	0.2078947368	0.2184210526	0.4552631579	0.5210526316	0.6368421053
19	0.4210526316	0.35	0.3657894737	0.3736842105	0.2236842105	0.2368421053	0.4842105263	0.5578947368	0.6815789474
20	0.3684210526	0.3789473684	0.3894736842	0.4026315789	0.2368421053	0.2552631579	0.5157894737	0.5921052632	0.7236842105
